"","Province.State","Country.Region","Lat","Long","Date","Confirmed","deaths","recovered"
"1647","Mayotte","France",-12.8275,45.1662,2020-01-28,0,0,0
"1648","New Caledonia","France",-20.9043,165.618,2020-01-28,0,0,0
"1649","Reunion","France",-21.1351,55.2471,2020-01-28,0,0,0
"1650","Saint Barthelemy","France",17.9,-62.8333,2020-01-28,0,0,0
"1651","St Martin","France",18.0708,-63.0501,2020-01-28,0,0,0
"1652","Martinique","France",14.6415,-61.0242,2020-01-28,0,0,0
"1653","","France",46.2276,2.2137,2020-01-28,4,0,0
"1654","","Gabon",-0.8037,11.6094,2020-01-28,0,0,0
"1655","","Gambia",13.4432,-15.3101,2020-01-28,0,0,0
"1656","","Georgia",42.3154,43.3569,2020-01-28,0,0,0
"1657","","Germany",51,9,2020-01-28,4,0,0
"1658","","Ghana",7.9465,-1.0232,2020-01-28,0,0,0
"1659","","Greece",39.0742,21.8243,2020-01-28,0,0,0
"1660","","Guatemala",15.7835,-90.2308,2020-01-28,0,0,0
"1661","","Guinea",9.9456,-9.6966,2020-01-28,0,0,0
"1662","","Guyana",5,-58.75,2020-01-28,0,0,0
"1663","","Haiti",18.9712,-72.2852,2020-01-28,0,0,0
"1664","","Holy See",41.9029,12.4534,2020-01-28,0,0,0
"1665","","Honduras",15.2,-86.2419,2020-01-28,0,0,0
"1666","","Hungary",47.1625,19.5033,2020-01-28,0,0,0
"1667","","Iceland",64.9631,-19.0208,2020-01-28,0,0,0
"1668","","India",21,78,2020-01-28,0,0,0
"1669","","Indonesia",-0.7893,113.9213,2020-01-28,0,0,0
"1670","","Iran",32,53,2020-01-28,0,0,0
"1671","","Iraq",33,44,2020-01-28,0,0,0
"1672","","Ireland",53.1424,-7.6921,2020-01-28,0,0,0
"1673","","Israel",31,35,2020-01-28,0,0,0
"1674","","Italy",43,12,2020-01-28,0,0,0
"1675","","Jamaica",18.1096,-77.2975,2020-01-28,0,0,0
"1676","","Japan",36,138,2020-01-28,7,0,1
"1677","","Jordan",31.24,36.51,2020-01-28,0,0,0
"1678","","Kazakhstan",48.0196,66.9237,2020-01-28,0,0,0
"1679","","Kenya",-0.0236,37.9062,2020-01-28,0,0,0
"1680","","Korea, South",36,128,2020-01-28,4,0,0
"1681","","Kuwait",29.5,47.75,2020-01-28,0,0,0
"1682","","Kyrgyzstan",41.2044,74.7661,2020-01-28,0,0,0
"1683","","Latvia",56.8796,24.6032,2020-01-28,0,0,0
"1684","","Lebanon",33.8547,35.8623,2020-01-28,0,0,0
"1685","","Liberia",6.4281,-9.4295,2020-01-28,0,0,0
"1686","","Liechtenstein",47.14,9.55,2020-01-28,0,0,0
"1687","","Lithuania",55.1694,23.8813,2020-01-28,0,0,0
"1688","","Luxembourg",49.8153,6.1296,2020-01-28,0,0,0
"1689","","Madagascar",-18.7669,46.8691,2020-01-28,0,0,0
"1690","","Malaysia",2.5,112.5,2020-01-28,4,0,0
"1691","","Maldives",3.2028,73.2207,2020-01-28,0,0,0
"1692","","Malta",35.9375,14.3754,2020-01-28,0,0,0
"1693","","Mauritania",21.0079,10.9408,2020-01-28,0,0,0
"1694","","Mauritius",-20.2,57.5,2020-01-28,0,0,0
"1695","","Mexico",23.6345,-102.5528,2020-01-28,0,0,0
"1696","","Moldova",47.4116,28.3699,2020-01-28,0,0,0
"1697","","Monaco",43.7333,7.4167,2020-01-28,0,0,0
"1698","","Mongolia",46.8625,103.8467,2020-01-28,0,0,0
"1699","","Montenegro",42.5,19.3,2020-01-28,0,0,0
"1700","","Morocco",31.7917,-7.0926,2020-01-28,0,0,0
"1701","","Namibia",-22.9576,18.4904,2020-01-28,0,0,0
"1702","","Nepal",28.1667,84.25,2020-01-28,1,0,0
"1703","Aruba","Netherlands",12.5186,-70.0358,2020-01-28,0,0,0
"1704","Curacao","Netherlands",12.1696,-68.99,2020-01-28,0,0,0
"1705","Sint Maarten","Netherlands",18.0425,-63.0548,2020-01-28,0,0,0
"1706","","Netherlands",52.1326,5.2913,2020-01-28,0,0,0
"1707","","New Zealand",-40.9006,174.886,2020-01-28,0,0,0
"1708","","Nicaragua",12.8654,-85.2072,2020-01-28,0,0,0
"1709","","Niger",17.6078,8.0817,2020-01-28,0,0,0
"1710","","Nigeria",9.082,8.6753,2020-01-28,0,0,0
"1711","","North Macedonia",41.6086,21.7453,2020-01-28,0,0,0
"1712","","Norway",60.472,8.4689,2020-01-28,0,0,0
"1713","","Oman",21,57,2020-01-28,0,0,0
"1714","","Pakistan",30.3753,69.3451,2020-01-28,0,0,0
"1715","","Panama",8.538,-80.7821,2020-01-28,0,0,0
"1716","","Papua New Guinea",-6.315,143.9555,2020-01-28,0,0,0
"1717","","Paraguay",-23.4425,-58.4438,2020-01-28,0,0,0
"1718","","Peru",-9.19,-75.0152,2020-01-28,0,0,0
"1719","","Philippines",13,122,2020-01-28,0,0,0
"1720","","Poland",51.9194,19.1451,2020-01-28,0,0,0
"1721","","Portugal",39.3999,-8.2245,2020-01-28,0,0,0
"1722","","Qatar",25.3548,51.1839,2020-01-28,0,0,0
"1723","","Romania",45.9432,24.9668,2020-01-28,0,0,0
"1724","","Russia",60,90,2020-01-28,0,0,0
"1725","","Rwanda",-1.9403,29.8739,2020-01-28,0,0,0
"1726","","Saint Lucia",13.9094,-60.9789,2020-01-28,0,0,0
"1727","","Saint Vincent and the Grenadines",12.9843,-61.2872,2020-01-28,0,0,0
"1728","","San Marino",43.9424,12.4578,2020-01-28,0,0,0
"1729","","Saudi Arabia",24,45,2020-01-28,0,0,0
"1730","","Senegal",14.4974,-14.4524,2020-01-28,0,0,0
"1731","","Serbia",44.0165,21.0059,2020-01-28,0,0,0
"1732","","Seychelles",-4.6796,55.492,2020-01-28,0,0,0
"1733","","Singapore",1.2833,103.8333,2020-01-28,7,0,0
"1734","","Slovakia",48.669,19.699,2020-01-28,0,0,0
"1735","","Slovenia",46.1512,14.9955,2020-01-28,0,0,0
"1736","","Somalia",5.1521,46.1996,2020-01-28,0,0,0
"1737","","South Africa",-30.5595,22.9375,2020-01-28,0,0,0
"1738","","Spain",40,-4,2020-01-28,0,0,0
"1739","","Sri Lanka",7,81,2020-01-28,1,0,0
"1740","","Sudan",12.8628,30.2176,2020-01-28,0,0,0
"1741","","Suriname",3.9193,-56.0278,2020-01-28,0,0,0
"1742","","Sweden",63,16,2020-01-28,0,0,0
"1743","","Switzerland",46.8182,8.2275,2020-01-28,0,0,0
"1744","","Taiwan*",23.7,121,2020-01-28,8,0,0
"1745","","Tanzania",-6.369,34.8888,2020-01-28,0,0,0
"1746","","Thailand",15,101,2020-01-28,14,0,5
"1747","","Togo",8.6195,0.8248,2020-01-28,0,0,0
"1748","","Trinidad and Tobago",10.6918,-61.2225,2020-01-28,0,0,0
"1749","","Tunisia",34,9,2020-01-28,0,0,0
"1750","","Turkey",38.9637,35.2433,2020-01-28,0,0,0
"1751","","Uganda",1,32,2020-01-28,0,0,0
"1752","","Ukraine",48.3794,31.1656,2020-01-28,0,0,0
"1753","","United Arab Emirates",24,54,2020-01-28,0,0,0
"1754","Bermuda","United Kingdom",32.3078,-64.7505,2020-01-28,0,0,0
"1755","Cayman Islands","United Kingdom",19.3133,-81.2546,2020-01-28,0,0,0
"1756","Channel Islands","United Kingdom",49.3723,-2.3644,2020-01-28,0,0,0
"1757","Gibraltar","United Kingdom",36.1408,-5.3536,2020-01-28,0,0,0
"1758","Isle of Man","United Kingdom",54.2361,-4.5481,2020-01-28,0,0,0
"1759","Montserrat","United Kingdom",16.7425,-62.1874,2020-01-28,0,0,0
"1760","","United Kingdom",55.3781,-3.436,2020-01-28,0,0,0
"1761","","Uruguay",-32.5228,-55.7658,2020-01-28,0,0,0
"1762","","US",37.0902,-95.7129,2020-01-28,5,0,0
"1763","","Uzbekistan",41.3775,64.5853,2020-01-28,0,0,0
"1764","","Venezuela",6.4238,-66.5897,2020-01-28,0,0,0
"1765","","Vietnam",16,108,2020-01-28,2,0,0
"1766","","Zambia",-15.4167,28.2833,2020-01-28,0,0,0
"1767","","Zimbabwe",-20,30,2020-01-28,0,0,0
"1768","Diamond Princess","Canada",0,0,2020-01-28,0,0,NA
"1769","","Dominica",15.415,-61.371,2020-01-28,0,0,0
"1770","","Grenada",12.1165,-61.679,2020-01-28,0,0,0
"1771","","Mozambique",-18.665695,35.529562,2020-01-28,0,0,NA
"1772","","Syria",34.802075,38.996815,2020-01-28,0,0,NA
"1773","","Timor-Leste",-8.874217,125.727539,2020-01-28,0,0,NA
"1774","","Belize",13.1939,-59.5432,2020-01-28,0,0,0
"1775","Recovered","Canada",0,0,2020-01-28,0,0,NA
"1776","","Laos",19.85627,102.495496,2020-01-28,0,0,0
"1777","","Libya",26.3351,17.228331,2020-01-28,0,0,0
"1778","","West Bank and Gaza",31.9522,35.2332,2020-01-28,0,0,0
"1779","","Guinea-Bissau",11.8037,-15.1804,2020-01-28,0,0,0
"1780","","Mali",17.570692,-3.996166,2020-01-28,0,0,0
"1781","","Saint Kitts and Nevis",17.357822,-62.782998,2020-01-28,0,0,0
"1782","Northwest Territories","Canada",64.8255,-124.8457,2020-01-28,0,0,NA
"1783","Yukon","Canada",64.2823,-135,2020-01-28,0,0,NA
"1784","","Kosovo",42.602636,20.902977,2020-01-28,0,0,0
"1785","","Burma",21.9162,95.956,2020-01-28,0,0,0
"1786","Anguilla","United Kingdom",18.2206,-63.0686,2020-01-28,0,0,0
"1787","British Virgin Islands","United Kingdom",18.4207,-64.64,2020-01-28,0,0,0
"1788","Turks and Caicos Islands","United Kingdom",21.694,-71.7979,2020-01-28,0,0,0
"1789","","MS Zaandam",0,0,2020-01-28,0,0,0
"1790","","Botswana",-22.3285,24.6849,2020-01-28,0,0,0
"1791","","Burundi",-3.3731,29.9189,2020-01-28,0,0,0
"1792","","Sierra Leone",8.460555,-11.779889,2020-01-28,0,0,0
"1793","","Afghanistan",33,65,2020-01-29,0,0,0
"1794","","Albania",41.1533,20.1683,2020-01-29,0,0,0
"1795","","Algeria",28.0339,1.6596,2020-01-29,0,0,0
"1796","","Andorra",42.5063,1.5218,2020-01-29,0,0,0
"1797","","Angola",-11.2027,17.8739,2020-01-29,0,0,0
"1798","","Antigua and Barbuda",17.0608,-61.7964,2020-01-29,0,0,0
"1799","","Argentina",-38.4161,-63.6167,2020-01-29,0,0,0
"1800","","Armenia",40.0691,45.0382,2020-01-29,0,0,0
"1801","Australian Capital Territory","Australia",-35.4735,149.0124,2020-01-29,0,0,0
"1802","New South Wales","Australia",-33.8688,151.2093,2020-01-29,4,0,0
"1803","Northern Territory","Australia",-12.4634,130.8456,2020-01-29,0,0,0
"1804","Queensland","Australia",-28.0167,153.4,2020-01-29,1,0,0
"1805","South Australia","Australia",-34.9285,138.6007,2020-01-29,0,0,0
"1806","Tasmania","Australia",-41.4545,145.9707,2020-01-29,0,0,0
"1807","Victoria","Australia",-37.8136,144.9631,2020-01-29,1,0,0
"1808","Western Australia","Australia",-31.9505,115.8605,2020-01-29,0,0,0
"1809","","Austria",47.5162,14.5501,2020-01-29,0,0,0
"1810","","Azerbaijan",40.1431,47.5769,2020-01-29,0,0,0
"1811","","Bahamas",25.0343,-77.3963,2020-01-29,0,0,0
"1812","","Bahrain",26.0275,50.55,2020-01-29,0,0,0
"1813","","Bangladesh",23.685,90.3563,2020-01-29,0,0,0
"1814","","Barbados",13.1939,-59.5432,2020-01-29,0,0,0
"1815","","Belarus",53.7098,27.9534,2020-01-29,0,0,0
"1816","","Belgium",50.8333,4,2020-01-29,0,0,0
"1817","","Benin",9.3077,2.3158,2020-01-29,0,0,0
"1818","","Bhutan",27.5142,90.4336,2020-01-29,0,0,0
"1819","","Bolivia",-16.2902,-63.5887,2020-01-29,0,0,0
"1820","","Bosnia and Herzegovina",43.9159,17.6791,2020-01-29,0,0,0
"1821","","Brazil",-14.235,-51.9253,2020-01-29,0,0,0
"1822","","Brunei",4.5353,114.7277,2020-01-29,0,0,0
"1823","","Bulgaria",42.7339,25.4858,2020-01-29,0,0,0
"1824","","Burkina Faso",12.2383,-1.5616,2020-01-29,0,0,0
"1825","","Cabo Verde",16.5388,-23.0418,2020-01-29,0,0,0
"1826","","Cambodia",11.55,104.9167,2020-01-29,1,0,0
"1827","","Cameroon",3.848,11.5021,2020-01-29,0,0,0
"1828","Alberta","Canada",53.9333,-116.5765,2020-01-29,0,0,NA
"1829","British Columbia","Canada",49.2827,-123.1207,2020-01-29,1,0,NA
"1830","Grand Princess","Canada",37.6489,-122.6655,2020-01-29,0,0,NA
"1831","Manitoba","Canada",53.7609,-98.8139,2020-01-29,0,0,NA
"1832","New Brunswick","Canada",46.5653,-66.4619,2020-01-29,0,0,NA
"1833","Newfoundland and Labrador","Canada",53.1355,-57.6604,2020-01-29,0,0,NA
"1834","Nova Scotia","Canada",44.682,-63.7443,2020-01-29,0,0,NA
"1835","Ontario","Canada",51.2538,-85.3232,2020-01-29,1,0,NA
"1836","Prince Edward Island","Canada",46.5107,-63.4168,2020-01-29,0,0,NA
"1837","Quebec","Canada",52.9399,-73.5491,2020-01-29,0,0,NA
"1838","Saskatchewan","Canada",52.9399,-106.4509,2020-01-29,0,0,NA
"1839","","Central African Republic",6.6111,20.9394,2020-01-29,0,0,0
"1840","","Chad",15.4542,18.7322,2020-01-29,0,0,0
"1841","","Chile",-35.6751,-71.543,2020-01-29,0,0,0
"1842","Anhui","China",31.8257,117.2264,2020-01-29,152,0,2
"1843","Beijing","China",40.1824,116.4142,2020-01-29,111,1,4
"1844","Chongqing","China",30.0572,107.874,2020-01-29,147,0,1
"1845","Fujian","China",26.0789,117.9874,2020-01-29,84,0,0
"1846","Gansu","China",37.8099,101.0583,2020-01-29,24,0,0
"1847","Guangdong","China",23.3417,113.4244,2020-01-29,277,0,5
"1848","Guangxi","China",23.8298,108.7881,2020-01-29,58,0,2
"1849","Guizhou","China",26.8154,106.8748,2020-01-29,9,0,1
"1850","Hainan","China",19.1959,109.7453,2020-01-29,43,1,0
"1851","Hebei","China",39.549,116.1306,2020-01-29,48,1,0
"1852","Heilongjiang","China",47.862,127.7615,2020-01-29,38,1,0
"1853","Henan","China",33.882,113.614,2020-01-29,206,2,1
"1854","Hong Kong","China",22.3,114.2,2020-01-29,10,0,0
"1855","Hubei","China",30.9756,112.2707,2020-01-29,3554,125,88
"1856","Hunan","China",27.6104,111.7088,2020-01-29,221,0,0
"1857","Inner Mongolia","China",44.0935,113.9448,2020-01-29,16,0,0
"1858","Jiangsu","China",32.9711,119.455,2020-01-29,99,0,1
"1859","Jiangxi","China",27.614,115.7221,2020-01-29,109,0,3
"1860","Jilin","China",43.6661,126.1923,2020-01-29,9,0,0
"1861","Liaoning","China",41.2956,122.6085,2020-01-29,39,0,1
"1862","Macau","China",22.1667,113.55,2020-01-29,7,0,0
"1863","Ningxia","China",37.2692,106.1655,2020-01-29,12,0,0
"1864","Qinghai","China",35.7452,95.9956,2020-01-29,6,0,0
"1865","Shaanxi","China",35.1917,108.8701,2020-01-29,56,0,0
"1866","Shandong","China",36.3427,118.1498,2020-01-29,130,0,1
"1867","Shanghai","China",31.202,121.4491,2020-01-29,96,1,5
"1868","Shanxi","China",37.5777,112.2922,2020-01-29,27,0,1
"1869","Sichuan","China",30.6171,102.7103,2020-01-29,108,1,1
"1870","Tianjin","China",39.3054,117.323,2020-01-29,27,0,0
"1871","Tibet","China",31.6927,88.0924,2020-01-29,0,0,0
"1872","Xinjiang","China",41.1129,85.2401,2020-01-29,13,0,0
"1873","Yunnan","China",24.974,101.487,2020-01-29,55,0,0
"1874","Zhejiang","China",29.1832,120.0934,2020-01-29,296,0,3
"1875","","Colombia",4.5709,-74.2973,2020-01-29,0,0,0
"1876","","Congo (Brazzaville)",-4.0383,21.7587,2020-01-29,0,0,0
"1877","","Congo (Kinshasa)",-4.0383,21.7587,2020-01-29,0,0,0
"1878","","Costa Rica",9.7489,-83.7534,2020-01-29,0,0,0
"1879","","Cote d'Ivoire",7.54,-5.5471,2020-01-29,0,0,0
"1880","","Croatia",45.1,15.2,2020-01-29,0,0,0
"1881","","Diamond Princess",0,0,2020-01-29,0,0,0
"1882","","Cuba",22,-80,2020-01-29,0,0,0
"1883","","Cyprus",35.1264,33.4299,2020-01-29,0,0,0
"1884","","Czechia",49.8175,15.473,2020-01-29,0,0,0
"1885","Faroe Islands","Denmark",61.8926,-6.9118,2020-01-29,0,0,0
"1886","Greenland","Denmark",71.7069,-42.6043,2020-01-29,0,0,0
"1887","","Denmark",56.2639,9.5018,2020-01-29,0,0,0
"1888","","Djibouti",11.8251,42.5903,2020-01-29,0,0,0
"1889","","Dominican Republic",18.7357,-70.1627,2020-01-29,0,0,0
"1890","","Ecuador",-1.8312,-78.1834,2020-01-29,0,0,0
"1891","","Egypt",26,30,2020-01-29,0,0,0
"1892","","El Salvador",13.7942,-88.8965,2020-01-29,0,0,0
"1893","","Equatorial Guinea",1.5,10,2020-01-29,0,0,0
"1894","","Eritrea",15.1794,39.7823,2020-01-29,0,0,0
"1895","","Estonia",58.5953,25.0136,2020-01-29,0,0,0
"1896","","Eswatini",-26.5225,31.4659,2020-01-29,0,0,0
"1897","","Ethiopia",9.145,40.4897,2020-01-29,0,0,0
"1898","","Fiji",-17.7134,178.065,2020-01-29,0,0,0
"1899","","Finland",64,26,2020-01-29,1,0,0
"1900","French Guiana","France",3.9339,-53.1258,2020-01-29,0,0,0
"1901","French Polynesia","France",-17.6797,149.4068,2020-01-29,0,0,0
"1902","Guadeloupe","France",16.25,-61.5833,2020-01-29,0,0,0
"1903","Mayotte","France",-12.8275,45.1662,2020-01-29,0,0,0
"1904","New Caledonia","France",-20.9043,165.618,2020-01-29,0,0,0
"1905","Reunion","France",-21.1351,55.2471,2020-01-29,0,0,0
"1906","Saint Barthelemy","France",17.9,-62.8333,2020-01-29,0,0,0
"1907","St Martin","France",18.0708,-63.0501,2020-01-29,0,0,0
"1908","Martinique","France",14.6415,-61.0242,2020-01-29,0,0,0
"1909","","France",46.2276,2.2137,2020-01-29,5,0,0
"1910","","Gabon",-0.8037,11.6094,2020-01-29,0,0,0
"1911","","Gambia",13.4432,-15.3101,2020-01-29,0,0,0
"1912","","Georgia",42.3154,43.3569,2020-01-29,0,0,0
"1913","","Germany",51,9,2020-01-29,4,0,0
"1914","","Ghana",7.9465,-1.0232,2020-01-29,0,0,0
"1915","","Greece",39.0742,21.8243,2020-01-29,0,0,0
"1916","","Guatemala",15.7835,-90.2308,2020-01-29,0,0,0
"1917","","Guinea",9.9456,-9.6966,2020-01-29,0,0,0
"1918","","Guyana",5,-58.75,2020-01-29,0,0,0
"1919","","Haiti",18.9712,-72.2852,2020-01-29,0,0,0
"1920","","Holy See",41.9029,12.4534,2020-01-29,0,0,0
"1921","","Honduras",15.2,-86.2419,2020-01-29,0,0,0
"1922","","Hungary",47.1625,19.5033,2020-01-29,0,0,0
"1923","","Iceland",64.9631,-19.0208,2020-01-29,0,0,0
"1924","","India",21,78,2020-01-29,0,0,0
"1925","","Indonesia",-0.7893,113.9213,2020-01-29,0,0,0
"1926","","Iran",32,53,2020-01-29,0,0,0
"1927","","Iraq",33,44,2020-01-29,0,0,0
"1928","","Ireland",53.1424,-7.6921,2020-01-29,0,0,0
"1929","","Israel",31,35,2020-01-29,0,0,0
"1930","","Italy",43,12,2020-01-29,0,0,0
"1931","","Jamaica",18.1096,-77.2975,2020-01-29,0,0,0
"1932","","Japan",36,138,2020-01-29,7,0,1
"1933","","Jordan",31.24,36.51,2020-01-29,0,0,0
"1934","","Kazakhstan",48.0196,66.9237,2020-01-29,0,0,0
"1935","","Kenya",-0.0236,37.9062,2020-01-29,0,0,0
"1936","","Korea, South",36,128,2020-01-29,4,0,0
"1937","","Kuwait",29.5,47.75,2020-01-29,0,0,0
"1938","","Kyrgyzstan",41.2044,74.7661,2020-01-29,0,0,0
"1939","","Latvia",56.8796,24.6032,2020-01-29,0,0,0
"1940","","Lebanon",33.8547,35.8623,2020-01-29,0,0,0
"1941","","Liberia",6.4281,-9.4295,2020-01-29,0,0,0
"1942","","Liechtenstein",47.14,9.55,2020-01-29,0,0,0
"1943","","Lithuania",55.1694,23.8813,2020-01-29,0,0,0
"1944","","Luxembourg",49.8153,6.1296,2020-01-29,0,0,0
"1945","","Madagascar",-18.7669,46.8691,2020-01-29,0,0,0
"1946","","Malaysia",2.5,112.5,2020-01-29,7,0,0
"1947","","Maldives",3.2028,73.2207,2020-01-29,0,0,0
"1948","","Malta",35.9375,14.3754,2020-01-29,0,0,0
"1949","","Mauritania",21.0079,10.9408,2020-01-29,0,0,0
"1950","","Mauritius",-20.2,57.5,2020-01-29,0,0,0
"1951","","Mexico",23.6345,-102.5528,2020-01-29,0,0,0
"1952","","Moldova",47.4116,28.3699,2020-01-29,0,0,0
"1953","","Monaco",43.7333,7.4167,2020-01-29,0,0,0
"1954","","Mongolia",46.8625,103.8467,2020-01-29,0,0,0
"1955","","Montenegro",42.5,19.3,2020-01-29,0,0,0
"1956","","Morocco",31.7917,-7.0926,2020-01-29,0,0,0
"1957","","Namibia",-22.9576,18.4904,2020-01-29,0,0,0
"1958","","Nepal",28.1667,84.25,2020-01-29,1,0,0
"1959","Aruba","Netherlands",12.5186,-70.0358,2020-01-29,0,0,0
"1960","Curacao","Netherlands",12.1696,-68.99,2020-01-29,0,0,0
"1961","Sint Maarten","Netherlands",18.0425,-63.0548,2020-01-29,0,0,0
"1962","","Netherlands",52.1326,5.2913,2020-01-29,0,0,0
"1963","","New Zealand",-40.9006,174.886,2020-01-29,0,0,0
"1964","","Nicaragua",12.8654,-85.2072,2020-01-29,0,0,0
"1965","","Niger",17.6078,8.0817,2020-01-29,0,0,0
"1966","","Nigeria",9.082,8.6753,2020-01-29,0,0,0
"1967","","North Macedonia",41.6086,21.7453,2020-01-29,0,0,0
"1968","","Norway",60.472,8.4689,2020-01-29,0,0,0
"1969","","Oman",21,57,2020-01-29,0,0,0
"1970","","Pakistan",30.3753,69.3451,2020-01-29,0,0,0
"1971","","Panama",8.538,-80.7821,2020-01-29,0,0,0
"1972","","Papua New Guinea",-6.315,143.9555,2020-01-29,0,0,0
"1973","","Paraguay",-23.4425,-58.4438,2020-01-29,0,0,0
"1974","","Peru",-9.19,-75.0152,2020-01-29,0,0,0
"1975","","Philippines",13,122,2020-01-29,0,0,0
"1976","","Poland",51.9194,19.1451,2020-01-29,0,0,0
"1977","","Portugal",39.3999,-8.2245,2020-01-29,0,0,0
"1978","","Qatar",25.3548,51.1839,2020-01-29,0,0,0
"1979","","Romania",45.9432,24.9668,2020-01-29,0,0,0
"1980","","Russia",60,90,2020-01-29,0,0,0
"1981","","Rwanda",-1.9403,29.8739,2020-01-29,0,0,0
"1982","","Saint Lucia",13.9094,-60.9789,2020-01-29,0,0,0
"1983","","Saint Vincent and the Grenadines",12.9843,-61.2872,2020-01-29,0,0,0
"1984","","San Marino",43.9424,12.4578,2020-01-29,0,0,0
"1985","","Saudi Arabia",24,45,2020-01-29,0,0,0
"1986","","Senegal",14.4974,-14.4524,2020-01-29,0,0,0
"1987","","Serbia",44.0165,21.0059,2020-01-29,0,0,0
"1988","","Seychelles",-4.6796,55.492,2020-01-29,0,0,0
"1989","","Singapore",1.2833,103.8333,2020-01-29,7,0,0
"1990","","Slovakia",48.669,19.699,2020-01-29,0,0,0
"1991","","Slovenia",46.1512,14.9955,2020-01-29,0,0,0
"1992","","Somalia",5.1521,46.1996,2020-01-29,0,0,0
"1993","","South Africa",-30.5595,22.9375,2020-01-29,0,0,0
"1994","","Spain",40,-4,2020-01-29,0,0,0
"1995","","Sri Lanka",7,81,2020-01-29,1,0,0
"1996","","Sudan",12.8628,30.2176,2020-01-29,0,0,0
"1997","","Suriname",3.9193,-56.0278,2020-01-29,0,0,0
"1998","","Sweden",63,16,2020-01-29,0,0,0
"1999","","Switzerland",46.8182,8.2275,2020-01-29,0,0,0
"2000","","Taiwan*",23.7,121,2020-01-29,8,0,0
"2001","","Tanzania",-6.369,34.8888,2020-01-29,0,0,0
"2002","","Thailand",15,101,2020-01-29,14,0,5
"2003","","Togo",8.6195,0.8248,2020-01-29,0,0,0
"2004","","Trinidad and Tobago",10.6918,-61.2225,2020-01-29,0,0,0
"2005","","Tunisia",34,9,2020-01-29,0,0,0
"2006","","Turkey",38.9637,35.2433,2020-01-29,0,0,0
"2007","","Uganda",1,32,2020-01-29,0,0,0
"2008","","Ukraine",48.3794,31.1656,2020-01-29,0,0,0
"2009","","United Arab Emirates",24,54,2020-01-29,4,0,0
"2010","Bermuda","United Kingdom",32.3078,-64.7505,2020-01-29,0,0,0
"2011","Cayman Islands","United Kingdom",19.3133,-81.2546,2020-01-29,0,0,0
"2012","Channel Islands","United Kingdom",49.3723,-2.3644,2020-01-29,0,0,0
"2013","Gibraltar","United Kingdom",36.1408,-5.3536,2020-01-29,0,0,0
"2014","Isle of Man","United Kingdom",54.2361,-4.5481,2020-01-29,0,0,0
"2015","Montserrat","United Kingdom",16.7425,-62.1874,2020-01-29,0,0,0
"2016","","United Kingdom",55.3781,-3.436,2020-01-29,0,0,0
"2017","","Uruguay",-32.5228,-55.7658,2020-01-29,0,0,0
"2018","","US",37.0902,-95.7129,2020-01-29,5,0,0
"2019","","Uzbekistan",41.3775,64.5853,2020-01-29,0,0,0
"2020","","Venezuela",6.4238,-66.5897,2020-01-29,0,0,0
"2021","","Vietnam",16,108,2020-01-29,2,0,0
"2022","","Zambia",-15.4167,28.2833,2020-01-29,0,0,0
"2023","","Zimbabwe",-20,30,2020-01-29,0,0,0
"2024","Diamond Princess","Canada",0,0,2020-01-29,0,0,NA
"2025","","Dominica",15.415,-61.371,2020-01-29,0,0,0
"2026","","Grenada",12.1165,-61.679,2020-01-29,0,0,0
"2027","","Mozambique",-18.665695,35.529562,2020-01-29,0,0,NA
"2028","","Syria",34.802075,38.996815,2020-01-29,0,0,NA
"2029","","Timor-Leste",-8.874217,125.727539,2020-01-29,0,0,NA
"2030","","Belize",13.1939,-59.5432,2020-01-29,0,0,0
"2031","Recovered","Canada",0,0,2020-01-29,0,0,NA
"2032","","Laos",19.85627,102.495496,2020-01-29,0,0,0
"2033","","Libya",26.3351,17.228331,2020-01-29,0,0,0
"2034","","West Bank and Gaza",31.9522,35.2332,2020-01-29,0,0,0
"2035","","Guinea-Bissau",11.8037,-15.1804,2020-01-29,0,0,0
"2036","","Mali",17.570692,-3.996166,2020-01-29,0,0,0
"2037","","Saint Kitts and Nevis",17.357822,-62.782998,2020-01-29,0,0,0
"2038","Northwest Territories","Canada",64.8255,-124.8457,2020-01-29,0,0,NA
"2039","Yukon","Canada",64.2823,-135,2020-01-29,0,0,NA
"2040","","Kosovo",42.602636,20.902977,2020-01-29,0,0,0
"2041","","Burma",21.9162,95.956,2020-01-29,0,0,0
"2042","Anguilla","United Kingdom",18.2206,-63.0686,2020-01-29,0,0,0
"2043","British Virgin Islands","United Kingdom",18.4207,-64.64,2020-01-29,0,0,0
"2044","Turks and Caicos Islands","United Kingdom",21.694,-71.7979,2020-01-29,0,0,0
"2045","","MS Zaandam",0,0,2020-01-29,0,0,0
"2046","","Botswana",-22.3285,24.6849,2020-01-29,0,0,0
"2047","","Burundi",-3.3731,29.9189,2020-01-29,0,0,0
"2048","","Sierra Leone",8.460555,-11.779889,2020-01-29,0,0,0
"2049","","Afghanistan",33,65,2020-01-30,0,0,0
"2050","","Albania",41.1533,20.1683,2020-01-30,0,0,0
"2051","","Algeria",28.0339,1.6596,2020-01-30,0,0,0
"2052","","Andorra",42.5063,1.5218,2020-01-30,0,0,0
"2053","","Angola",-11.2027,17.8739,2020-01-30,0,0,0
"2054","","Antigua and Barbuda",17.0608,-61.7964,2020-01-30,0,0,0
"2055","","Argentina",-38.4161,-63.6167,2020-01-30,0,0,0
